Query_14504	XP_659970.1	100.000	249	0	0	1	249	1	249	3.67e-179	501	100.00
Query_14504	XP_026603610.1	84.348	230	36	0	20	249	163	392	1.08e-139	407	92.17
Query_14504	OJI98846.1	73.494	249	63	1	1	249	1	246	6.93e-124	361	83.13
Query_14504	OJJ64742.1	70.400	250	70	2	1	249	1	247	4.32e-119	349	82.00
Query_14504	CEL09341.1	71.486	249	68	2	1	249	1	246	3.49e-118	347	81.93
Query_14504	KGO68710.1	54.585	229	103	1	22	249	19	247	9.09e-82	254	70.31
Query_14504	XP_022900615.1	53.571	252	108	2	6	249	3	253	7.37e-80	250	65.08
Query_14504	XP_022900619.1	53.175	252	109	2	6	249	3	253	1.01e-79	249	65.08
Query_14504	XP_025545977.1	55.263	228	101	1	23	249	20	247	3.91e-79	248	67.11
Query_14504	XP_019878705.1	52.119	236	110	2	14	249	1	233	5.73e-79	247	66.53
Query_14504	XP_022900611.1	53.600	250	107	2	6	247	3	251	7.36e-79	247	64.80
Query_14504	XP_022900612.1	52.778	252	110	2	6	249	3	253	1.92e-78	246	65.08
Query_14504	XP_022900618.1	54.310	232	105	1	18	249	23	253	2.64e-78	246	67.67
Query_14504	XP_022919497.1	50.996	251	115	2	6	249	3	252	4.17e-78	245	63.75
Query_14504	XP_019878559.1	50.775	258	114	4	1	249	1	254	6.81e-78	245	64.34
Query_14504	XP_022900614.1	52.381	252	111	2	6	249	3	253	5.52e-77	243	63.10
Query_14504	XP_022900613.1	52.381	252	111	2	6	249	3	253	5.96e-77	243	63.89
Query_14504	XP_025508514.1	49.160	238	116	2	15	249	14	249	9.33e-77	242	65.97
Query_14504	XP_019871943.1	54.825	228	100	2	23	249	371	596	6.43e-76	250	68.86
Query_14504	XP_019871943.1	48.603	179	88	3	23	199	33	209	1.02e-42	163	63.69
Query_14504	XP_022909393.1	51.304	230	111	1	20	249	30	258	6.83e-76	240	66.96
Query_14504	XP_022911341.1	51.304	230	111	1	20	249	30	258	7.45e-76	240	66.96
Query_14504	XP_017773892.1	53.043	230	106	2	20	249	25	252	2.79e-75	238	66.52
Query_14504	XP_019878700.1	51.915	235	111	2	15	249	24	256	2.75e-74	236	67.23
Query_14504	XP_022904433.1	51.739	230	110	1	20	249	36	264	1.10e-73	234	64.35
Query_14504	XP_025441762.1	48.117	239	118	3	15	249	14	250	1.40e-73	234	65.27
Query_14504	XP_017769480.1	53.043	230	107	1	20	249	18	246	1.55e-73	233	63.48
Query_14504	XP_017773891.1	54.825	228	100	3	23	249	28	253	1.63e-73	234	67.11
Query_14504	XP_019876791.1	54.741	232	103	2	18	249	429	658	1.65e-73	246	68.10
